title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
Tales from the Crypt Presents: Caballero del demonio,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Star Trek: Generaciones,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Cuentos del gueto,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Tom y Viv,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El pueblo de los malditos,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Tommy Boy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanya en la calle 42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bajo sospecha,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Walking Dead, El",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
¿A quién ama Gilbert Grape?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Virtuosity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Mientras dormías,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
La guerra,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Doble felicidad,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La boda de Muriel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El club de las niñeras,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ace Ventura: Detective de mascotas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Las aventuras de Priscilla, reina del desierto",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Backbeat,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Luna amarga,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Balas sobre Broadway,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peligro inminente,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
El cliente,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"Corrina, Corrina",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Crooklyn,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El cuervo,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Cobb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Los Picapiedra,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Forrest Gump,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Cuatro bodas y un funeral,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Aprendiendo a vivir,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Me gusta así,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Amor a primera vista,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Podría sucederte a ti,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
El libro de la selva,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"La maravillosa, horrible vida de Leni Riefenstahl",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
Pequeño Buda,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pesadilla en Elm Street: El nuevo desafío de Freddy,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
La máscara,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Maverick,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mrs. Parker y el círculo vicioso,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Agárralo como puedas 33 1/3: El insulto final,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El informe Pelícano,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Juventud en marcha,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Red Rock West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Richie Rich, el niño rico",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Río salvaje,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Máxima velocidad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Sin palabras,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Timecop: Policía en el tiempo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Mentiras verdaderas,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Cuando un hombre ama a una mujer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
El lobo,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
Wyatt Earp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Compañía peligrosa,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Un hombre sin importancia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S.F.W. (Tan salvaje como puedas),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Una vergonzosa y sucia pelea,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vida de chicos,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El coronel Chabert,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
La lírica de Jason,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Street Fighter: La última batalla,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Highlander III: El hechicero,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Federal Hill,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
En la boca del miedo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8 segundos,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sobre la cuerda floja,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Los locos Addams 2: La tradición continúa,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
La edad de la inocencia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cabezas huecas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El gran salto,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otro stakeout (Otra vigilancia),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chicas malas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Barcelona,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ser humano,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Los Beverly Hillbillies (Los Beverly Ricos),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superdetective en Hollywood III,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Belleza negra,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Parpadeo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Volando alto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blue Chips (Fichas azules),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cielo azul,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Secuestradores de cuerpos,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
El secuestro de Helena,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
Una historia del Bronx,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Joven marinero,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chica de calendario,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El camino de Carlito,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
City Slickers II: La leyenda de la mina de Curly,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pizarra limpia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riesgo total,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cabezudos,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Color de noche,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Policías y rateros,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camino de vaqueros,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dave,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Confusión y desorden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El demoledor,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Incluso las vaqueras se ponen tristes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Instinto básico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adiós, mi concubina",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Sin miedo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Miedo a un sombrero negro,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Con honores,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Carne y hueso,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Cumbres borrascosas,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Por amor o por dinero,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
El juramento,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Liberad a Willy,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fresh (El jovencito),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
El fugitivo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Geronimo: una leyenda americana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
La escapada,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
Vengándose de papá,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ve a pescar,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Blanco humano,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Objetivo: la Casa Blanca,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chicas desnudas en vivo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El inglés que subió una colina pero bajó una montaña,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
La casa de los espíritus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Fiesta en casa 3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El gran salto,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haré lo que sea,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
En el ejército ahora,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
En la línea de fuego,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
En nombre del padre,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El verano de mi vida,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
¿Qué tiene que ver el amor con eso?,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Jimmy Hollywood,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Noche de juicio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Parque jurásico,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Kalifornia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Matando a Zoe,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Lassie,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El último gran héroe,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Vida con Mikey,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relámpago Jack,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
M. Butterfly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Hecho en América,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malicia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
El hombre sin rostro,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Misterio para dos,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Los dueños de la calle,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Decisión crítica,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lo que pasó fue...,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Mucho ruido y pocas nueces,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sr. Maravilloso,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mrs. Doubtfire,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Desnudo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El próximo karate kid,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sin escape,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
North,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlando,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Un mundo perfecto,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Philadelphia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El piano,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Justicia poética,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El programa,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Los amos de los títeres,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Asesinatos en la radio,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
El árbitro,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lo que queda del día,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Hombre renacentista,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sol naciente,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
El camino hacia el bienestar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RoboCop 3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
Robin Hood: hombres con mallas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romeo está sangrando,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Romper stomper,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ruby en el paraíso,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rudy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Noches salvajes (Les nuits fauves),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La lista de Schindler,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
El escultor de scouts,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
En busca de Bobby Fischer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El jardín secreto,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mamá serial,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
La sombra,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Tierras de penumbra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vidas cruzadas,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Un giro del destino,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sirenas,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Seis grados de separación,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Insomnio en Seattle,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Sliver: una invasión a la intimidad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Piso para tres,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Así que me casé con un asesino en serie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Distancia mortal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Mario Bros.,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Sobreviviendo al juego,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Velocidad terminal,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Treinta y dos cortos sobre Glenn Gould,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Trío,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pesadilla antes de Navidad,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Los tres mosqueteros,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tumba abierta,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Amor verdadero,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Sala de guerra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
El maestro de las palabras,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bienvenido a la casa de muñecas,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Germinal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Persecución en la noche,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kika,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bhaji en la playa,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El pequeño gran equipo,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adiós, profesor (Io speriamo che me la cavo)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spanking the Monkey,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Los pequeños traviesos,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
André,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La escolta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
La princesa Caraboo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El armario de celuloide,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Querido diario (Caro Diario),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La película de la familia Brady,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
Ghost (Más allá del amor),0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
Aladdín,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Terminator 2: El juicio final,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bailando con lobos,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
El silencio de los corderos,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
,,,,,,,,,,,,,,,,,,,
Mujer bonita,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Amor y .45,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Un gran día en Harlem,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Un día inolvidable,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Candyman: Adiós a la carne,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Fargo,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Vuelta a casa 2: Perdidos en San Francisco,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hellraiser: Línea de sangre,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
El portador de ataúdes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Eyre,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
La flor de mi secreto,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dos veces tú,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Una línea muy delgada entre el amor y el odio,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La última cena,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Primal Fear (La tapadera),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
Todos los perros van al cielo 2,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Tierra y libertad,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Denise llama,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theodore Rex,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Una cosa de familia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Frisk,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sargento Bilko,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack y Sarah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Girl 6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Diabólica,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Nelly y el señor Arnaud,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Coraje bajo fuego,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Misión: Imposible,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Fiebre fría (Á köldum klaka),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Moll Flanders,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Corazón de dragón,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eddie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James y el melocotón gigante,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Miedo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kids in the Hall: Brain Candy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Underground,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Bloodsport 2: El próximo kumite,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mystery Science Theater 3000: La película,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Space Jam,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Algunos llaman a esto un corte,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
En el nombre del padre,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Es mi fiesta,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Operación elefante,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
La señora Winterbourne,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
El sustituto,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Crimen verdadero,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Sentirse Minnesota,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Delta de Venus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Angus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niños,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La búsqueda,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parque del atardecer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mulholland cae,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
La verdad sobre los gatos y los perros,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Orgullo celta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flipper,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hombre muerto,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
El jinete en el techo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Los visitantes,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Multiplicidad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wallace & Gromit: lo mejor de Aardman Animation,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El mundo embrujado de Edward D. Wood Jr.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
La nave,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
La gran bomba blanca,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Último baile,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Granja de confort fría,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prisioneros del cielo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
La roca,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
