Película,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western
Clear and Present Danger,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"Client, The",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Corrina, Corrina",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Crooklyn,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Crow, The",0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Cobb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Flintstones, The",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Forrest Gump,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Four Weddings and a Funeral,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Higher Learning,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Like It Like That,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
I Love Trouble,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It Could Happen to You,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Jungle Book, The",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Wonderful, Horrible Life of Leni Riefenstahl, The ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Lion King, The",1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Little Buddha,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wes Craven's New Nightmare ,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"Mask, The",0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Maverick,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mrs. Parker and the Vicious Circle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Naked Gun 33 1/3: The Final Insult,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Paper, The",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reality Bites,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Red Rock West,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Richie Rich,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"River Wild, The",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Speed,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Speechless,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Timecop,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
True Lies,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
When a Man Loves a Woman,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Wolf,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Wyatt Earp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bad Company,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"Man of No Importance, A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S.F.W.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Low Down Dirty Shame, A",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Boys Life,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Colonel Chabert, Le",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Faster Pussycat! Kill! Kill!,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Jason's Lyric,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Street Fighter,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Highlander III: The Sorcerer ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Federal Hill,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
In the Mouth of Madness,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8 Seconds,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Above the Rim,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Addams Family Values,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age of Innocence, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Airheads,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Air Up There, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Another Stakeout,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bad Girls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Barcelona,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Being Human,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Beverly Hillbillies, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beverly Hills Cop III,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Black Beauty,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blink,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blown Away,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Blue Chips,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blue Sky,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Body Snatchers,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Boxing Helena,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
"Bronx Tale, A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cabin Boy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calendar Girl,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Carlito's Way,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
City Slickers II: The Legend of Curly's Gold,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Clean Slate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliffhanger,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Coneheads,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Color of Night,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Cops and Robbersons,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cowboy Way, The",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Dave,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dazed and Confused,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demolition Man,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Even Cowgirls Get the Blues,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fatal Instinct,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farewell My Concubine ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Fearless,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fear of a Black Hat,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
With Honors,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Flesh and Bone,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Widows' Peak,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
For Love or Money,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Firm, The",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Free Willy,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fresh,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"Fugitive, The",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Geronimo: An American Legend,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Getaway, The",1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
Getting Even with Dad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Go Fish,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hard Target,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Hot Shots! Part Deux,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Live Nude Girls,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Englishman Who Went Up a Hill But Came Down a Mountain, The",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"House of the Spirits, The",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
House Party 3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hudsucker Proxy, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll Do Anything,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
In the Army Now,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
In the Line of Fire,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
In the Name of the Father,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Inkwell, The",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
What's Love Got to Do with It?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Jimmy Hollywood,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Judgment Night,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Jurassic Park,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Kalifornia,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Killing Zoe,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Lassie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Action Hero,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Life with Mikey,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lightning Jack,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
M. Butterfly,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Made in America,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malice,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Man Without a Face, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhattan Murder Mystery,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Menace II Society,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Executive Decision,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
In the Realm of the Senses ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
What Happened Was...,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Much Ado About Nothing,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Wonderful,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mrs. Doubtfire,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Naked,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Next Karate Kid, The",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
No Escape,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
North,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlando,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Perfect World, A",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Philadelphia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Piano, The",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Poetic Justice,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Program, The",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Puppet Masters, The",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Radioland Murders,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Ref, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Remains of the Day, The",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Renaissance Man,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rising Sun,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"Road to Wellville, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RoboCop 3,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Robin Hood: Men in Tights,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romeo Is Bleeding,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Romper Stomper,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ruby in Paradise,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rudy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Savage Nights ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Schindler's List,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Scout, The",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Searching for Bobby Fischer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Secret Garden, The",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Serial Mom,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Shadow, The",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Shadowlands,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Short Cuts,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Simple Twist of Fate, A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sirens,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Six Degrees of Separation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sleepless in Seattle,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Sliver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blade Runner,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Son in Law,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
So I Married an Axe Murderer,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Striking Distance,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Super Mario Bros.,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
Surviving the Game,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Terminal Velocity,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Thirty-Two Short Films About Glenn Gould,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Threesome,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Nightmare Before Christmas, The",0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Three Musketeers, The",1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Tombstone,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
True Romance,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"War Room, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Pagemaster, The",1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Welcome to the Dollhouse,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Germinal,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Chasers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kika,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bhaji on the Beach,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Little Big League,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ciao, Professore! ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spanking the Monkey,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Little Rascals, The",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Escort, The ",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Princess Caraboo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Celluloid Closet, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dear Diary ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Brady Bunch Movie, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Alone,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Aladdin,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Terminator 2: Judgment Day,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Dances with Wolves,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Batman,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"Silence of the Lambs, The",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Snow White and the Seven Dwarfs,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Beauty and the Beast,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Pinocchio,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Pretty Woman,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Wild Bunch, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Love and a .45,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Great Day in Harlem, A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
One Fine Day,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Candyman: Farewell to the Flesh,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Fargo,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Homeward Bound II: Lost in San Francisco,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Metal,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Hellraiser: Bloodline,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"Pallbearer, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane Eyre,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Bread and Chocolate ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Aristocats, The",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flower of My Secret, The ",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Two Much,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thin Line Between Love and Hate, A",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Last Supper, The",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Primal Fear,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
All Dogs Go to Heaven 2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Land and Freedom ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Denise Calls Up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theodore Rex,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Family Thing, A",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Frisk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sgt. Bilko,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack and Sarah,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Girl 6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Diabolique,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Nelly & Monsieur Arnaud,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Courage Under Fire,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
Mission: Impossible,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Cold Fever ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Moll Flanders,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dragonheart,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Eddie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James and the Giant Peach,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Fear,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kids in the Hall: Brain Candy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Underground,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Bloodsport 2 ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Song of the Little Road ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"World of Apu, The ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mystery Science Theater 3000: The Movie,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Space Jam,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Barbarella,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Some Folks Call It a Sling Blade,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Run of the Country, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alphaville ,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
It's My Party,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Operation Dumbo Drop,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Mrs. Winterbourne,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Solo,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"Substitute, The",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
True Crime,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Feeling Minnesota,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Delta of Venus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Angus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boys,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Quest, The",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sunset Park,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mulholland Falls,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"Truth About Cats & Dogs, The",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Oliver & Company,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Celtic Pride,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flipper,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Man,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"Horseman on the Roof, The ",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Visitors, The ",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Multiplicity,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wallace & Gromit: The Best of Aardman Animation,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haunted World of Edward D. Wood Jr., The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Craft, The",0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"Great White Hype, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Dance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cold Comfort Farm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heaven's Prisoners,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Rock, The",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Cemetery Man ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Twister,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Barb Wire,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Ghost in the Shell ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Thinner,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Spy Hard,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wallace & Gromit: A Close Shave,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stupids, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arrival, The",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ashes of Time ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Maya Lin: A Strong Clear Vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Stalingrad,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Phantom, The",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Striptease,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Heavy,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Jack,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Shot Andy Warhol,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Touki Bouki,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spirits of the Dead,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Trainspotting,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Til There Was You,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Independence Day ,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
